what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1288914982937
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1288914985921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288914988765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288914990328
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1288914991437
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1288914992843
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1288915036453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1288915039390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1288915045187
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1288915046453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1288915050281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1288915061500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288915804625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288916704796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288919558500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288919852406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288919854468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1288919862953
